,Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue,Visitor_isReturning,x0_AugMonth,x0_DecMonth,x0_FebMonth,x0_JulMonth,x0_JuneMonth,x0_MarMonth,x0_MayMonth,x0_NovMonth,x0_OctMonth,x0_SepMonth,x0_1OperatingSystems,x0_2OperatingSystems,x0_3OperatingSystems,x0_4OperatingSystems,x0_5OperatingSystems,x0_6OperatingSystems,x0_7OperatingSystems,x0_8OperatingSystems,x0_1Region,x0_2Region,x0_3Region,x0_4Region,x0_5Region,x0_6Region,x0_7Region,x0_8Region,x0_9Region,random
2922,1.0,3.0,0.0,0.0,45.0,884.3357143,0.001086957,0.014389234,18.12446087,0.0,May,2,2.0,1,4.0,Returning_Visitor,0.0,False,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03814491419793198
2923,0.0,0.0,1.0,31.0,41.0,1678.733333,0.01,0.013333333,0.0,0.0,May,3,2.0,2,6.0,Returning_Visitor,0.0,False,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3909870676262155
2924,0.0,0.0,0.0,31.0,41.0,325.8333333,0.0,0.020833333,0.0,0.0,May,2,2.0,1,4.0,Returning_Visitor,1.0,False,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9418077045656412
2925,3.0,55.0,0.0,0.0,19.0,436.0,0.0,0.013636364,49.54827273,0.0,May,2,2.0,4,2.0,Returning_Visitor,1.0,True,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.826384294899483
2926,0.0,0.0,0.0,0.0,3.0,27.0,0.066666667,0.1,0.0,0.6,May,2,2.0,1,3.0,Returning_Visitor,0.0,False,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23445420160353614
2927,0.0,0.0,1.0,44.0,14.0,549.5,0.0,0.013333333,43.252,0.2,May,2,4.0,1,2.0,New_Visitor,0.0,True,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8558618318586521
2928,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.4,May,2,4.0,6,6.0,Returning_Visitor,0.0,False,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7387071652742054
2929,1.0,68.0,0.0,0.0,55.0,4277.0,0.003636364,0.021212121,7.291757576,0.0,May,1,1.0,1,1.0,Returning_Visitor,1.0,False,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2315233533121367
2930,3.0,124.0,0.0,0.0,13.0,173.0,0.0,0.017777778,0.0,0.0,May,2,2.0,1,2.0,New_Visitor,0.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03527703445824626
2931,0.0,0.0,0.0,0.0,6.0,179.5,0.033333333,0.066666667,0.0,0.0,May,2,2.0,4,6.0,Returning_Visitor,1.0,False,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.12369748566165939
2932,1.0,29.0,2.0,149.0,11.0,561.55,0.014285714,0.038571429,10.02085714,0.6,May,3,2.0,1,4.0,Returning_Visitor,0.0,True,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03812447310640432
2933,4.0,164.0,0.0,0.0,30.0,2136.0,0.0,0.008333333,0.0,0.2,May,2,2.0,1,2.0,New_Visitor,0.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23633105552926825
2934,4.0,35.66666667,2.0,9.0,43.0,2797.816667,0.0,0.006666666999999999,0.0,0.0,May,2,2.0,7,2.0,Returning_Visitor,1.0,False,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.09760880490745827
2935,1.0,8.0,0.0,0.0,28.0,643.875,0.0,0.003571429,0.0,0.6,May,2,4.0,1,2.0,New_Visitor,0.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8531404240400701
2936,1.0,0.0,2.0,47.0,32.0,898.8333332999997,0.068571429,0.102285714,0.0,0.0,May,3,2.0,4,1.0,Returning_Visitor,0.0,False,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5894254415597022
2937,0.0,0.0,0.0,0.0,31.0,453.0,0.0,0.037634409,0.0,0.0,May,2,2.0,1,1.0,Returning_Visitor,0.0,False,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5275277552662581
2938,8.0,168.16666669999995,0.0,0.0,28.0,888.0,0.014285714,0.011428571,0.0,0.0,May,1,1.0,1,3.0,Returning_Visitor,1.0,False,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19133584869065068
2939,12.0,331.3,0.0,0.0,206.0,9997.728571,0.0014397370000000002,0.010741385,26.02377063,0.0,May,2,2.0,1,1.0,Returning_Visitor,0.0,False,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5381026897474217
2940,0.0,0.0,0.0,0.0,16.0,588.3333332999998,0.028571429,0.067857143,0.0,0.8,May,2,6.0,1,2.0,Returning_Visitor,0.0,False,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7635241318870264
2941,5.0,548.3142857,6.0,448.5,102.0,5703.476786,0.00173913,0.01470751,0.0,0.0,May,2,2.0,1,4.0,Returning_Visitor,1.0,False,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8054616180874283
2942,8.0,102.0,0.0,0.0,83.0,1495.580952,0.0,0.002298851,82.12367816,0.0,May,4,1.0,7,4.0,New_Visitor,1.0,True,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.24722115508853582
2943,0.0,0.0,0.0,0.0,6.0,66.5,0.011111111000000002,0.111111111,0.0,0.4,May,2,2.0,5,4.0,Returning_Visitor,0.0,False,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5232598264462625
2944,3.0,166.0,0.0,0.0,2.0,134.0,0.0,0.03,0.0,0.8,May,2,2.0,8,2.0,Returning_Visitor,0.0,False,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6516267101087581
2945,1.0,45.0,0.0,0.0,22.0,2905.5,0.01,0.04,0.0,0.0,May,2,2.0,1,2.0,Returning_Visitor,1.0,False,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39440443870837427
2946,0.0,0.0,0.0,0.0,18.0,521.5,0.022222222000000003,0.06333333299999999,0.0,0.0,May,2,2.0,6,6.0,Returning_Visitor,0.0,False,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8491912727289717
2947,0.0,0.0,0.0,0.0,5.0,47.0,0.02,0.06,0.0,0.0,May,2,2.0,3,1.0,Returning_Visitor,0.0,False,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8543397640047428
2948,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,May,1,1.0,3,3.0,Returning_Visitor,0.0,False,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9266128075262177
2949,0.0,0.0,0.0,0.0,52.0,1192.317857,0.006410256,0.033012821,0.0,0.0,May,2,6.0,1,3.0,Returning_Visitor,0.0,False,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8498734652984968
2950,0.0,0.0,0.0,0.0,22.0,355.6666667,0.047619048,0.051428571,25.194000000000006,0.8,May,2,2.0,3,4.0,Returning_Visitor,0.0,True,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7893015525609012
2951,1.0,3.5,0.0,0.0,11.0,332.5,0.0,0.011111111000000002,0.0,0.2,May,2,2.0,2,2.0,Returning_Visitor,0.0,False,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.525828608509741
2952,1.0,0.0,0.0,0.0,11.0,297.3,0.0,0.041666667,0.0,0.0,May,2,2.0,4,2.0,Returning_Visitor,0.0,False,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3186808490063908
2953,0.0,0.0,0.0,0.0,53.0,2309.995238,0.047479439000000005,0.06394752,0.0,0.4,May,3,2.0,1,3.0,Returning_Visitor,0.0,False,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3656339589684572
2954,0.0,0.0,0.0,0.0,26.0,810.3713767999999,0.019230769,0.02530525,0.0,0.8,May,3,2.0,3,1.0,Returning_Visitor,0.0,False,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010421370024129795
2955,0.0,0.0,0.0,0.0,7.0,384.5,0.0,0.028571429,0.0,0.0,May,2,4.0,1,5.0,Returning_Visitor,0.0,False,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5958072792933818
2956,2.0,65.5,0.0,0.0,53.0,975.9722222,0.001851852,0.016296296000000002,75.30864691,0.0,May,2,2.0,8,4.0,Returning_Visitor,0.0,False,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7174572634686754
2957,0.0,0.0,0.0,0.0,4.0,127.0,0.0,0.075,0.0,0.0,May,2,2.0,6,4.0,Returning_Visitor,0.0,False,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5261994041027652
2958,4.0,38.0,0.0,0.0,6.0,107.0,0.006060606,0.042424242,0.0,1.0,May,2,6.0,2,2.0,Returning_Visitor,1.0,False,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14570646763248585
2959,0.0,0.0,0.0,0.0,6.0,50.0,0.0,0.033333333,0.0,0.0,May,2,4.0,3,3.0,Returning_Visitor,0.0,False,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4349185678946901
2960,0.0,0.0,0.0,0.0,43.0,3382.083333,0.0,0.011627907,0.0,0.0,May,2,2.0,1,2.0,Returning_Visitor,0.0,False,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.088155154764895
2961,0.0,0.0,0.0,0.0,8.0,541.5,0.05,0.083333333,0.0,0.0,May,2,2.0,4,1.0,Returning_Visitor,0.0,False,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7954421775430678
2962,0.0,0.0,0.0,0.0,2.0,25.0,0.0,0.1,0.0,0.0,May,2,2.0,1,5.0,Returning_Visitor,1.0,False,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39430450362182123
2963,0.0,0.0,0.0,0.0,9.0,210.5,0.044444444000000013,0.07111111099999999,0.0,0.2,May,2,5.0,1,3.0,Returning_Visitor,0.0,False,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14339447764389968
2964,6.0,105.0,1.0,0.0,43.0,1343.097619,0.037878788,0.057878788,0.0,0.0,May,3,2.0,4,6.0,Returning_Visitor,1.0,False,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9967023665124711
2965,0.0,0.0,0.0,0.0,9.0,953.8333332999997,0.0,0.027777778,0.0,0.0,May,2,4.0,4,1.0,Returning_Visitor,1.0,False,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5760385792314595
2966,0.0,0.0,0.0,0.0,24.0,674.5,0.041666667,0.0625,0.0,1.0,May,3,3.0,3,4.0,Returning_Visitor,1.0,False,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06115037416659541
2967,13.0,228.9166667,1.0,10.0,64.0,817.0163767000001,0.0,0.013814416,2.995465753,0.0,May,2,5.0,3,4.0,New_Visitor,1.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5638210022652761
2968,8.0,249.0,1.0,36.33333333,31.0,1124.916667,0.0,0.014672365,18.08584615,0.0,May,2,4.0,5,5.0,New_Visitor,0.0,True,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9950994101512174
2969,10.0,236.4083333,3.0,118.0,313.0,7428.181584,0.002509267,0.013416263,6.976504629,1.0,May,2,2.0,3,2.0,Returning_Visitor,1.0,False,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30168624011273826
2970,1.0,4.5,3.0,61.0,145.0,5577.826456000002,0.002688695,0.01187122,2.353444628,1.0,May,3,2.0,3,11.0,Returning_Visitor,1.0,False,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033606823226928206
2971,0.0,0.0,0.0,0.0,17.0,887.8333332999997,0.00625,0.040625,0.0,0.0,May,2,4.0,3,3.0,Returning_Visitor,0.0,False,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7642719422317663
2972,3.0,135.0,0.0,0.0,25.0,2765.2,0.008,0.016888889,0.0,0.0,May,2,2.0,2,1.0,Returning_Visitor,0.0,False,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47084860849735044
2973,0.0,0.0,2.0,13.0,4.0,145.0,0.0,0.04,0.0,0.0,May,1,8.0,4,6.0,Returning_Visitor,1.0,False,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5752211562624427
2974,10.0,261.5,4.0,406.0,60.0,3121.283333,0.002857143,0.010935374,13.71812571,0.4,May,3,2.0,3,6.0,Returning_Visitor,0.0,False,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19120620611897243
2975,0.0,0.0,1.0,0.0,57.0,1190.548851,0.0070175440000000006,0.027309942,17.16745965,0.6,May,2,2.0,1,6.0,Returning_Visitor,0.0,True,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5963008466307362
2976,0.0,0.0,0.0,0.0,18.0,410.9166667,0.105263158,0.119473684,0.0,1.0,May,3,2.0,4,13.0,Returning_Visitor,1.0,False,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.51965787716339
2977,0.0,0.0,0.0,0.0,25.0,710.5,0.032,0.084,0.0,0.8,May,2,2.0,6,13.0,Returning_Visitor,0.0,False,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.23045217288778752
2978,0.0,0.0,0.0,0.0,9.0,319.6666667,0.033333333,0.055555556,0.0,0.0,May,1,1.0,1,1.0,Returning_Visitor,0.0,False,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7174738480932188
2979,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,May,1,1.0,6,4.0,Returning_Visitor,1.0,False,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3147477634509398
2980,0.0,0.0,0.0,0.0,5.0,91.0,0.0,0.06,0.0,0.6,May,1,1.0,1,3.0,Returning_Visitor,0.0,False,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3927913197725754
2981,0.0,0.0,0.0,0.0,6.0,191.0,0.066666667,0.133333333,0.0,0.8,May,2,2.0,2,13.0,Returning_Visitor,0.0,False,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7155458421535592
2982,2.0,98.0,0.0,0.0,20.0,401.5,0.0,0.003333333,0.0,0.0,May,2,5.0,1,2.0,Returning_Visitor,1.0,False,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07629562798062983
2983,0.0,0.0,0.0,0.0,7.0,117.5,0.0,0.033333333,0.0,0.0,May,4,2.0,8,3.0,Returning_Visitor,1.0,False,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.23441729957407675
2984,3.0,23.0,2.0,10.16666667,85.0,1311.072012,0.0026578070000000003,0.015013618,0.0,1.0,May,3,2.0,1,3.0,Returning_Visitor,1.0,False,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5609066957350503
2985,0.0,0.0,0.0,0.0,4.0,157.0,0.0,0.05,0.0,0.0,May,2,5.0,6,6.0,Returning_Visitor,1.0,False,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9727969680541675
2986,5.0,18.0,1.0,9.5,17.0,414.3333333,0.0,0.005263158,0.0,0.0,May,2,2.0,2,6.0,Returning_Visitor,0.0,False,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1031434256276621
2987,1.0,64.0,0.0,0.0,54.0,1155.033333,0.001282051,0.003974359,0.0,0.0,May,4,2.0,2,4.0,Returning_Visitor,0.0,False,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7571327302984463
2988,2.0,23.0,0.0,0.0,97.0,1589.183333,0.008070175,0.014967419,0.0,0.0,May,2,5.0,1,3.0,Returning_Visitor,0.0,False,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1512507996299538
2989,0.0,0.0,0.0,0.0,2.0,233.5,0.0,0.033333333,0.0,0.0,May,1,1.0,1,1.0,Returning_Visitor,0.0,False,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7563168489112428
2990,0.0,0.0,0.0,0.0,28.0,1384.071429,0.007142857,0.032380952000000005,11.01942857,0.0,May,2,4.0,3,2.0,Returning_Visitor,0.0,True,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7936086006691163
