Administrative;Administrative_Duration;Informational;Informational_Duration;ProductRelated;ProductRelated_Duration;BounceRates;ExitRates;PageValues;SpecialDay;Month;OperatingSystems;Browser;Region;TrafficType;VisitorType;Weekend;Revenue
0;0;0;0;30;9.465.952.381;0.013333333;0.031333333;0;0;Nov;2;2;1;2;Returning_Visitor;FALSE;FALSE
0;0;0;0;16;385.5;0;0.0125;0;0;Dec;2;2;4;1;Returning_Visitor;FALSE;FALSE
0;0;0;0;21;7.953.611.111;0.041269841;0.058571429;0;0;Dec;1;2;1;3;Returning_Visitor;FALSE;FALSE
0;0;3;103.5;30;1.093.175;0.0125;0.028125;0;0;Dec;2;2;1;2;Returning_Visitor;TRUE;FALSE
0;0;0;0;1;0;0.2;0.2;0;0;Nov;2;2;7;11;Returning_Visitor;TRUE;FALSE
0;0;1;0;7;228;0;0.025;0;0;Dec;1;1;6;3;Returning_Visitor;FALSE;FALSE
0;0;0;0;41;1.837.204.167;0.027642276;0.066547107;0;0;Nov;2;2;1;3;Returning_Visitor;FALSE;FALSE
0;0;0;0;38;1.326.430.556;0.005263158;0.016666667;0;0;Nov;1;1;1;2;Returning_Visitor;FALSE;FALSE
0;0;0;0;39;2558.5;0;0.010810811;0;0;Nov;4;2;2;10;Returning_Visitor;FALSE;FALSE
0;0;0;0;1;0;0.2;0.2;0;0;Dec;8;13;9;20;Returning_Visitor;FALSE;FALSE
0;0;0;0;1;0;0.2;0.2;0;0;Nov;4;1;1;3;Returning_Visitor;FALSE;FALSE
0;0;0;0;63;3.301.222.222;0.006451613;0.03016129;0;0;Nov;2;1;3;1;Returning_Visitor;TRUE;FALSE
0;0;0;0;6;111.75;0;0.066666667;0;0;Dec;2;2;1;2;Returning_Visitor;FALSE;FALSE
0;0;0;0;3;578;0;0.066666667;0;0;Nov;1;1;1;1;Returning_Visitor;FALSE;FALSE
0;0;0;0;5;251;0.04;0.08;0;0;Dec;1;1;1;3;Returning_Visitor;FALSE;FALSE
0;0;0;0;13;2.179.166.667;0.015384615;0.035897436;0;0;Dec;2;2;1;2;Returning_Visitor;TRUE;FALSE
0;0;0;0;37;5.822.666.667;0;0.021959459;0;0;Nov;2;2;5;2;Returning_Visitor;FALSE;FALSE
0;0;0;0;200;6.867.193.847;0.006408856;0.024587384;0;0;Nov;2;2;1;2;Returning_Visitor;FALSE;FALSE
0;0;0;0;7;305.5;0;0.028571429;0;0;Nov;2;2;1;3;Returning_Visitor;FALSE;FALSE
0;0;0;0;28;8.593.333.333;0;0.007407407;1.750.632.106;0;Nov;4;1;6;2;New_Visitor;FALSE;TRUE
0;0;0;0;6;192.875;0;0.016666667;0;0;Dec;8;13;9;20;Other;FALSE;FALSE
0;0;1;33.75;72;1.460.908.333;0;0.014851055;0;0;Nov;1;1;1;2;Returning_Visitor;FALSE;TRUE
0;0;0;0;36;2.070.325;0.008333333;0.030925926;0;0;Dec;1;1;1;2;Returning_Visitor;FALSE;FALSE
0;0;1;0;2;0;0.2;0.2;0;0;Nov;1;1;1;15;Returning_Visitor;FALSE;FALSE
0;0;0;0;6;551.5;0.033333333;0.077777778;0;0;Nov;3;2;4;11;Returning_Visitor;TRUE;FALSE
0;0;0;0;19;2.958.333.333;0;0.010526316;0;0;Nov;2;2;2;2;New_Visitor;FALSE;FALSE
0;0;0;0;3;181;0.066666667;0.1;0;0;Dec;2;2;3;2;Returning_Visitor;FALSE;FALSE
0;0;0;0;1;0;0.2;0.2;0;0;Dec;3;2;2;1;Returning_Visitor;TRUE;FALSE
0;0;0;0;2;9;0;0.066666667;0;0;Nov;2;2;8;6;Returning_Visitor;FALSE;FALSE
0;0;0;0;84;2.197.780.952;0.01031746;0.014779942;0;0;Nov;1;1;3;2;Returning_Visitor;FALSE;TRUE
0;0;0;0;1;11;0;0.1;0;0;Dec;1;1;3;1;Returning_Visitor;FALSE;FALSE
0;0;0;0;5;54.5;0;0.04;0;0;Dec;2;5;1;2;New_Visitor;FALSE;FALSE
0;0;0;0;58;3178.5;0;0.015789474;0;0;Nov;2;2;9;2;Returning_Visitor;FALSE;TRUE
0;0;0;0;13;1985;0.016666667;0.05;0;0;Nov;4;1;7;6;Returning_Visitor;FALSE;FALSE
0;0;0;0;33;1.412.316.667;0.012121212;0.051717172;0;0;Nov;2;5;3;1;Returning_Visitor;FALSE;TRUE
0;0;0;0;8;2.916.666.667;0;0.1;0;0;Dec;2;2;3;2;Returning_Visitor;FALSE;FALSE
0;0;0;0;16;306.5;0;0.015625;0;0;Dec;1;1;4;2;Returning_Visitor;TRUE;FALSE
0;0;0;0;54;3.978.245.833;0.003846154;0.024807692;0;0;Nov;2;2;6;1;Returning_Visitor;TRUE;FALSE
0;0;0;0;7;103.5;0;0.057142857;0;0;Nov;2;2;2;2;Returning_Visitor;FALSE;TRUE
0;0;0;0;4;47;0;0.05;0;0;Nov;2;2;3;11;Returning_Visitor;TRUE;FALSE
0;0;0;0;6;38.5;0.066666667;0.1;0;0;Nov;2;10;7;1;Returning_Visitor;FALSE;FALSE
0;0;0;0;28;447;0;0.033333333;0;0;Nov;2;2;7;10;Returning_Visitor;FALSE;FALSE
0;0;0;0;1;0;0.2;0.2;0;0;Nov;1;1;4;1;Returning_Visitor;FALSE;FALSE
0;0;0;0;16;8.290.833.333;0;0.0125;4.167.536.194;0;Nov;2;4;1;3;New_Visitor;FALSE;TRUE
0;0;0;0;1;0;0;0.2;0;0;Dec;3;2;4;1;Returning_Visitor;FALSE;FALSE
0;0;0;0;1;0;0.2;0.2;0;0;Nov;3;2;1;13;Returning_Visitor;TRUE;FALSE
0;0;0;0;21;371;0;0.00952381;0;0;Nov;2;2;1;13;Returning_Visitor;FALSE;FALSE
0;0;2;45.75;42;1.931.630.952;0;0.008333333;0;0;Dec;1;1;6;1;Returning_Visitor;TRUE;FALSE
0;0;0;0;3;0;0.2;0.2;0;0;Nov;2;2;1;1;Returning_Visitor;FALSE;FALSE
0;0;0;0;1;0;0.2;0.2;0;0;Nov;1;1;1;1;Other;FALSE;FALSE
0;0;0;0;3;30;0;0.033333333;0;0;Dec;1;1;3;1;Returning_Visitor;FALSE;FALSE
0;0;0;0;23;566.8;0;0.007971014;0;0;Nov;3;2;1;13;Returning_Visitor;FALSE;FALSE
0;0;0;0;22;2189.5;0.00952381;0.028571429;0;0;Nov;4;2;1;10;Returning_Visitor;FALSE;FALSE
0;0;1;39.5;97;281.147.807;0.002749141;0.015832106;0;0;Nov;2;5;6;1;Returning_Visitor;TRUE;FALSE
0;0;0;0;22;876.25;0;0.004761905;0;0;Dec;2;2;2;10;Returning_Visitor;FALSE;FALSE
0;0;0;0;3;75.5;0;0.066666667;0;0;Dec;3;2;4;2;Returning_Visitor;TRUE;FALSE
0;0;0;0;21;1077.25;0.019047619;0.047619048;0;0;Nov;3;2;1;10;Returning_Visitor;FALSE;FALSE
0;0;0;0;42;1.022.384.615;0.014634146;0.031939605;0;0;Nov;1;1;2;10;Returning_Visitor;TRUE;FALSE
0;0;0;0;1;0;0.2;0.2;0;0;Dec;1;1;3;3;Returning_Visitor;FALSE;FALSE
0;0;0;0;7;354.5;0.028571429;0.04;0;0;Nov;2;2;4;8;Returning_Visitor;FALSE;FALSE
0;0;0;0;111;3.971.515.278;0.009009009;0.024725635;0;0;Nov;2;2;1;2;Returning_Visitor;FALSE;FALSE
0;0;0;0;11;1.242.166.667;0;0.075757576;0;0;Dec;1;1;3;1;Returning_Visitor;FALSE;FALSE
0;0;0;0;2;0;0.2;0.2;0;0;Nov;2;2;9;13;Returning_Visitor;FALSE;FALSE
0;0;2;861;12;2250.35;0.014285714;0.030952381;0;0;Nov;1;1;3;2;Returning_Visitor;TRUE;FALSE
0;0;0;0;1;0;0.2;0.2;0;0;Nov;1;8;8;11;Returning_Visitor;TRUE;FALSE
0;0;0;0;72;24.948.171;0.002777778;0.013842593;0;0;Nov;1;2;1;11;Returning_Visitor;FALSE;FALSE
0;0;0;0;8;219;0;0.025;0;0;Dec;2;5;3;2;Returning_Visitor;FALSE;FALSE
0;0;0;0;3;0;0.2;0.2;0;0;Nov;2;2;5;1;Returning_Visitor;FALSE;FALSE
0;0;0;0;6;143.5;0;0.016666667;0;0;Dec;1;1;8;10;Returning_Visitor;FALSE;FALSE
0;0;0;0;21;1050.25;0;0.028571429;0;0;Nov;2;2;6;2;Returning_Visitor;TRUE;FALSE
0;0;0;0;27;520;0;0.003703704;0;0;Nov;8;2;3;20;New_Visitor;FALSE;TRUE
0;0;0;0;8;1.416.666.667;0.04375;0.02875;0;0;Dec;1;2;1;1;Returning_Visitor;TRUE;FALSE
0;0;0;0;11;577.75;0.018181818;0.033333333;0;0;Nov;3;2;1;3;Returning_Visitor;FALSE;FALSE
0;0;0;0;34;1.401.458.333;0;0.023529412;0;0;Nov;2;2;9;11;New_Visitor;FALSE;TRUE
0;0;0;0;33;2.861.966.667;0;0.034375;0;0;Nov;2;2;9;2;Returning_Visitor;FALSE;FALSE
0;0;0;0;10;3.790.833.333;0;0.0125;0;0;Dec;3;12;1;1;Returning_Visitor;TRUE;FALSE
0;0;0;0;16;283.75;0.0125;0.025;0;0;Nov;2;2;1;11;Returning_Visitor;FALSE;FALSE
0;0;0;0;17;3.645.416.667;0;0.041666667;0;0;Dec;3;2;8;13;Returning_Visitor;FALSE;FALSE
0;0;0;0;13;2.550.833.333;0;0.015384615;0;0;Dec;2;2;8;1;Returning_Visitor;FALSE;FALSE
0;0;0;0;56;2749.15;0.000595238;0.023809524;0;0;Nov;2;2;1;8;Returning_Visitor;FALSE;TRUE
0;0;0;0;49;9.380.416.667;0.00375;0.010664683;0;0;Dec;1;1;7;2;Returning_Visitor;FALSE;FALSE
0;0;0;0;3;58.5;0;0.066666667;0;0;Dec;2;4;1;2;Returning_Visitor;FALSE;FALSE
0;0;0;0;2;0;0.2;0.2;0;0;Nov;3;2;9;3;Returning_Visitor;FALSE;FALSE
0;0;0;0;3;52.5;0;0.083333333;0;0;Nov;1;1;9;2;Returning_Visitor;FALSE;FALSE
0;0;0;0;1;0;0.2;0.2;0;0;Nov;2;6;1;2;Returning_Visitor;FALSE;FALSE
0;0;0;0;5;975.5;0.08;0.1;0;0;Nov;3;2;3;13;Returning_Visitor;FALSE;FALSE
0;0;0;0;44;1.502.291.667;0.004545455;0.027272727;0;0;Dec;2;2;1;2;New_Visitor;FALSE;FALSE
0;0;0;0;9;134.75;0.083333333;0.124444444;0;0;Nov;1;1;2;1;Returning_Visitor;FALSE;FALSE
0;0;2;162.5;49;572.061.039;0.004;0.027944444;0;0;Dec;2;2;1;6;Returning_Visitor;FALSE;FALSE
0;0;0;0;1;0;0.2;0.2;0;0;Dec;2;2;4;13;Returning_Visitor;FALSE;FALSE
0;0;0;0;17;2.641.416.667;0.017647059;0.04;0;0;Nov;3;2;4;13;Returning_Visitor;FALSE;FALSE
0;0;0;0;12;364.75;0.025;0.025;0;0;Nov;2;6;3;2;Returning_Visitor;FALSE;FALSE
0;0;0;0;100;2.781.125;0.012;0.037666667;0;0;Dec;2;6;3;1;Returning_Visitor;FALSE;FALSE
0;0;4;115.8;95;2.500.128.052;0.005342081;0.011832634;0;0;Nov;1;1;3;2;Returning_Visitor;FALSE;FALSE
0;0;0;0;2;19;0;0.1;0;0;Nov;1;1;1;2;New_Visitor;TRUE;FALSE
0;0;0;0;1;56.5;0;0.1;0;0;Nov;2;2;3;3;Returning_Visitor;FALSE;FALSE
0;0;0;0;11;1.289.333.333;0;0.022222222;0;0;Dec;1;1;6;2;New_Visitor;FALSE;FALSE
0;0;0;0;21;6.851.744.048;0.028571429;0.043174603;0;0;Nov;1;1;8;1;Returning_Visitor;TRUE;TRUE
0;0;0;0;8;1102.5;0.04;0.090625;0;0;Dec;1;1;6;2;Returning_Visitor;TRUE;FALSE
0;0;1;20;48;1.686.354.994;0.020408163;0.033747213;0;0;Dec;3;2;1;10;Returning_Visitor;TRUE;FALSE
0;0;0;0;8;7.041.666.667;0.0125;0.035416667;0;0;Nov;3;2;1;3;Returning_Visitor;FALSE;FALSE
0;0;0;0;3;53;0.066666667;0.088888889;0;0;Nov;1;1;3;2;Returning_Visitor;TRUE;FALSE
0;0;0;0;7;136.75;0;0.038095238;0;0;Dec;3;2;9;6;Returning_Visitor;FALSE;FALSE
0;0;0;0;95;3.208.208.333;0.00212766;0.010851064;5.364.419.268;0;Nov;2;2;1;1;Returning_Visitor;FALSE;TRUE
0;0;0;0;5;109.25;0;0.08;0;0;Nov;2;10;1;2;Returning_Visitor;FALSE;FALSE
0;0;0;0;3;139;0;0.066666667;1.273.080.148;0;Dec;2;10;1;2;Returning_Visitor;FALSE;TRUE
0;0;0;0;2;17;0;0.1;0;0;Nov;1;1;1;2;New_Visitor;FALSE;FALSE
0;0;0;0;13;1245.25;0;0.015384615;0;0;Dec;2;2;1;2;Returning_Visitor;TRUE;FALSE
0;0;0;0;48;3972;0;0.020991254;0;0;Dec;2;2;1;2;Returning_Visitor;FALSE;FALSE
0;0;0;0;8;120.5;0.05;0.1125;0;0;Dec;3;2;1;2;Returning_Visitor;TRUE;FALSE
0;0;0;0;13;226;0;0.023076923;0;0;Dec;2;2;9;8;New_Visitor;FALSE;FALSE
0;0;1;9;48;1512.75;0.004081633;0.033469388;0;0;Nov;2;2;1;2;Returning_Visitor;FALSE;TRUE
0;0;0;0;21;591.9;0.03015873;0.057142857;0;0;Dec;1;2;1;1;Returning_Visitor;TRUE;FALSE
0;0;0;0;13;5.144.166.667;0;0.023992674;0;0;Nov;2;2;1;2;Returning_Visitor;FALSE;FALSE
0;0;0;0;19;771.75;0.021052632;0.061403509;0;0;Nov;3;2;3;1;Returning_Visitor;FALSE;FALSE
0;0;2;13.5;38;5.310.369.048;0;0.027916667;0;0;Dec;4;2;1;3;Returning_Visitor;FALSE;FALSE
0;0;0;0;4;18;0;0.075;0;0;Dec;3;2;2;3;New_Visitor;FALSE;FALSE
0;0;0;0;10;6.776.666.667;0;0.022222222;0;0;Dec;4;1;3;2;New_Visitor;FALSE;FALSE
0;0;0;0;4;27.5;0.1;0.15;0;0;Dec;3;2;1;13;Returning_Visitor;FALSE;FALSE
0;0;0;0;8;650.25;0;0.025;0;0;Nov;6;2;1;3;Returning_Visitor;FALSE;FALSE
0;0;0;0;3;54.5;0;0.066666667;0;0;Nov;2;5;2;3;Returning_Visitor;FALSE;FALSE
0;0;0;0;3;402;0;0.066666667;0;0;Nov;4;2;3;2;Returning_Visitor;FALSE;TRUE
0;0;0;0;6;4.433.333.333;0.025;0.094444444;0;0;Nov;1;1;1;2;Returning_Visitor;FALSE;FALSE
0;0;0;0;6;306.25;0.053571429;0.052592593;0;0;Nov;3;2;1;13;Returning_Visitor;FALSE;FALSE
0;0;0;0;10;273.75;0.02;0.053333333;0;0;Nov;1;1;2;8;Returning_Visitor;FALSE;TRUE
0;0;0;0;3;79.5;0;0.066666667;0;0;Dec;4;1;3;2;Returning_Visitor;TRUE;FALSE
0;0;0;0;27;8.929.679.487;0.014814815;0.022751323;0;0;Dec;2;2;3;2;Returning_Visitor;TRUE;FALSE
0;0;0;0;9;668;0;0.022222222;0;0;Nov;2;4;9;6;Returning_Visitor;FALSE;FALSE
0;0;0;0;6;269.25;0;0.008333333;0;0;Nov;3;2;1;11;New_Visitor;FALSE;FALSE
0;0;0;0;11;3.322.916.667;0;0.009090909;0;0;Dec;2;2;2;2;Returning_Visitor;FALSE;FALSE
0;0;0;0;5;89.5;0.04;0.053333333;0;0;Dec;1;1;3;2;Returning_Visitor;TRUE;FALSE
0;0;0;0;15;734.25;0;0.015384615;404.014.481;0;Dec;2;2;9;2;Returning_Visitor;FALSE;TRUE
0;0;0;0;28;9.508.166.667;0.032183908;0.046360153;0;0;Dec;3;2;1;1;Returning_Visitor;FALSE;FALSE
0;0;0;0;37;1.156.416.667;0;0.011111111;0;0;Nov;1;1;9;2;Returning_Visitor;TRUE;FALSE
0;0;0;0;5;46.75;0;0.04;0;0;Dec;1;1;3;3;Returning_Visitor;FALSE;FALSE
0;0;0;0;2;0;0.2;0.2;0;0;Dec;3;7;3;1;Returning_Visitor;FALSE;FALSE
0;0;0;0;76;1.777.520.455;0.008;0.025492063;0;0;Nov;1;2;1;10;Returning_Visitor;TRUE;FALSE
0;0;0;0;9;1.915.625;0;0.024691358;0;0;Nov;3;3;1;11;New_Visitor;TRUE;FALSE
0;0;0;0;13;221.5;0;0.020512821;0;0;Nov;2;2;1;2;New_Visitor;FALSE;FALSE
0;0;0;0;11;461;0.036363636;0.054545455;0;0;Dec;2;2;5;6;Returning_Visitor;FALSE;FALSE
0;0;0;0;12;2.013.333.333;0.016666667;0.035714286;0;0;Nov;3;2;1;13;Returning_Visitor;TRUE;FALSE
0;0;0;0;5;51;0;0.04;0;0;Nov;3;2;3;13;Returning_Visitor;FALSE;FALSE
0;0;0;0;1;0;0.2;0.2;0;0;Nov;2;2;3;1;Returning_Visitor;FALSE;FALSE
0;0;2;34;144;5.485.017.857;0.005517241;0.0165084;0;0;Nov;2;2;1;13;Returning_Visitor;FALSE;FALSE
0;0;0;0;16;1773.25;0.04375;0.072916667;0;0;Nov;2;2;3;13;Returning_Visitor;FALSE;FALSE
0;0;0;0;11;496;0.018181818;0.063636364;0;0;Dec;3;12;2;3;Returning_Visitor;FALSE;FALSE
0;0;1;0;11;1.856.666.667;0.05;0.083333333;0;0;Dec;3;2;1;1;Returning_Visitor;FALSE;FALSE
0;0;0;0;21;1.461.833.333;0.021052632;0.036842105;2.382.324.931;0;Nov;2;2;1;1;Returning_Visitor;TRUE;TRUE
0;0;0;0;3;0;0.2;0.2;0;0;Nov;1;8;9;1;Returning_Visitor;TRUE;FALSE
0;0;0;0;7;914.5;0;0.028571429;0;0;Nov;2;2;2;1;Returning_Visitor;FALSE;FALSE
0;0;0;0;5;128;0;0.04;0;0;Nov;2;2;2;1;Returning_Visitor;FALSE;FALSE
0;0;0;0;27;4.685.416.667;0.014814815;0.022222222;0;0;Dec;3;2;3;3;Returning_Visitor;TRUE;FALSE
0;0;0;0;17;842.75;0;0.04;0;0;Dec;2;5;3;1;Returning_Visitor;FALSE;FALSE
0;0;0;0;34;9.102.333.333;0;0.023529412;0;0;Dec;2;2;1;2;Returning_Visitor;FALSE;FALSE
0;0;0;0;4;9.633.333.333;0.083333333;0.0875;0;0;Dec;1;1;2;3;Returning_Visitor;FALSE;FALSE
0;0;0;0;8;221;0;0.025;0;0;Dec;3;2;1;1;Returning_Visitor;TRUE;FALSE
0;0;0;0;48;1.916.873.737;0.017391304;0.050362319;0;0;Dec;2;2;5;1;Returning_Visitor;FALSE;FALSE
0;0;0;0;51;6.505.333.333;0.036;0.050333333;0;0;Dec;2;2;6;1;Returning_Visitor;TRUE;FALSE
0;0;0;0;20;5.656.666.667;0.015;0.026666667;0;0;Nov;2;4;6;1;Returning_Visitor;FALSE;FALSE
0;0;0;0;15;2.782.916.667;0;0.017777778;0;0;Dec;2;2;9;10;Returning_Visitor;FALSE;FALSE
0;0;0;0;3;70;0;0.066666667;0;0;Nov;1;1;2;2;New_Visitor;TRUE;FALSE
0;0;0;0;11;3.573.333.333;0;0.022222222;0;0;Dec;1;1;3;2;New_Visitor;FALSE;FALSE
0;0;0;0;5;94.8;0.07;0.057777778;0;0;Nov;3;2;7;13;Returning_Visitor;FALSE;FALSE
0;0;0;0;33;7.771.166.667;0;0.015104167;0;0;Nov;2;2;6;2;New_Visitor;TRUE;FALSE
0;0;0;0;2;84;0.15;0.166666667;0;0;Nov;3;2;6;3;Returning_Visitor;TRUE;FALSE
0;0;0;0;9;79.75;0;0.025;0;0;Dec;2;4;1;2;Returning_Visitor;TRUE;FALSE
0;0;0;0;4;18;0.05;0.1;0;0;Nov;2;2;1;13;Returning_Visitor;FALSE;FALSE
0;0;0;0;50;9.998.333.333;0;0.009;0;0;Dec;2;2;1;8;New_Visitor;TRUE;FALSE
0;0;0;0;2;35.5;0;0.1;0;0;Dec;2;6;1;11;Returning_Visitor;TRUE;FALSE
0;0;0;0;8;4.446.333.333;0;0.025;0;0;Nov;2;4;1;10;Returning_Visitor;FALSE;FALSE
0;0;0;0;5;93;0;0.04;0;0;Nov;2;2;1;3;Returning_Visitor;TRUE;FALSE
0;0;2;248.5;121;4.218.074.847;0.009985097;0.026514442;0.624510388;0;Dec;2;2;1;2;Returning_Visitor;FALSE;FALSE
0;0;0;0;9;53;0.066666667;0.111111111;0;0;Dec;2;5;3;1;Returning_Visitor;TRUE;FALSE
0;0;0;0;6;1.127.083.333;0.04;0.023333333;0;0;Nov;3;2;6;11;New_Visitor;TRUE;FALSE
0;0;0;0;12;252.75;0;0.016666667;0;0;Dec;2;2;7;3;Returning_Visitor;FALSE;FALSE
0;0;0;0;27;8.571.833.333;0;0.017283951;0;0;Nov;2;2;9;10;Returning_Visitor;FALSE;FALSE
0;0;1;15;103;3.626.003.223;0.00751634;0.035131628;0;0;Nov;1;1;4;2;Returning_Visitor;TRUE;FALSE
0;0;0;0;7;512.25;0;0.014285714;0;0;Dec;3;2;1;11;New_Visitor;FALSE;FALSE
0;0;0;0;1;0;0.2;0.2;0;0;Nov;2;4;7;3;Returning_Visitor;FALSE;FALSE
0;0;0;0;113;5.178.531.731;0.003896104;0.030191572;0;0;Nov;2;2;3;2;Returning_Visitor;FALSE;TRUE
0;0;0;0;10;426.5;0;0.02;0;0;Nov;2;2;1;2;New_Visitor;FALSE;FALSE
0;0;0;0;10;1.089.166.667;0.02;0.04;0;0;Nov;2;4;1;10;Returning_Visitor;FALSE;FALSE
0;0;0;0;60;2.606.779.545;0.006666667;0.021944444;0;0;Dec;2;2;3;2;Returning_Visitor;FALSE;FALSE
0;0;4;8;66;151.483.631;0.022887324;0.044913928;0;0;Dec;2;2;6;2;Returning_Visitor;FALSE;FALSE
0;0;0;0;3;896.5;0;0.033333333;0;0;Dec;2;2;3;3;Returning_Visitor;FALSE;FALSE
0;0;0;0;159;5.878.940.603;0.008962264;0.018569755;0;0;Nov;3;2;1;2;Returning_Visitor;FALSE;TRUE
0;0;0;0;25;3.146.964.286;0;0.015666667;0;0;Dec;2;2;3;2;Returning_Visitor;TRUE;FALSE
0;0;0;0;31;445.625;0.019354839;0.030322581;0;0;Nov;2;2;2;3;Returning_Visitor;FALSE;FALSE
0;0;0;0;13;549.2;0.019230769;0.045421245;0;0;Nov;3;2;6;2;Returning_Visitor;FALSE;FALSE
0;0;0;0;1;0;0.2;0.2;0;0;Nov;2;2;8;6;Returning_Visitor;FALSE;FALSE
0;0;0;0;17;1040.1;0;0.013333333;1.288.278.691;0;Dec;2;2;5;2;New_Visitor;FALSE;TRUE
0;0;0;0;8;138.375;0;0.025;0;0;Dec;2;2;1;2;New_Visitor;FALSE;FALSE
0;0;0;0;24;445;0;0.033333333;0;0;Dec;2;2;3;2;New_Visitor;FALSE;FALSE
0;0;1;10;88;2.366.192.105;0.01247191;0.030501264;0;0;Nov;2;4;7;1;Returning_Visitor;FALSE;FALSE
0;0;0;0;30;1438;0;0.013793103;1.001.655.678;0;Nov;4;1;1;3;Returning_Visitor;FALSE;TRUE
0;0;0;0;9;125.5;0.007407407;0.022222222;0;0;Nov;3;2;4;2;Returning_Visitor;FALSE;FALSE
0;0;0;0;8;143.25;0;0.05;0;0;Dec;2;2;1;1;Returning_Visitor;FALSE;FALSE
0;0;0;0;2;145.5;0;0.05;0;0;Nov;1;1;3;2;New_Visitor;FALSE;FALSE
0;0;0;0;5;117.75;0;0.04;0;0;Dec;1;1;1;2;Returning_Visitor;FALSE;FALSE
0;0;0;0;1;0;0.2;0.2;0;0;Dec;3;2;3;1;Returning_Visitor;TRUE;FALSE
0;0;0;0;22;1368;0.004545455;0.013636364;0;0;Nov;2;5;7;3;Returning_Visitor;FALSE;FALSE
0;0;0;0;116;3.184.815.705;0.00015674;0.022635468;0;0;Nov;2;2;1;10;Returning_Visitor;TRUE;FALSE
0;0;0;0;4;186.25;0.05;0.066666667;0;0;Nov;3;2;3;2;Returning_Visitor;FALSE;FALSE
0;0;0;0;45;801.05;0.004444444;0.019444444;0;0;Dec;2;2;1;2;Returning_Visitor;FALSE;FALSE
0;0;0;0;8;92.25;0.041666667;0.066666667;0;0;Nov;3;2;4;13;Returning_Visitor;FALSE;FALSE
0;0;0;0;1;0;0.2;0.2;0;0;Dec;3;2;3;1;Returning_Visitor;TRUE;FALSE
0;0;0;0;16;1558.25;0;0.013244048;0;0;Nov;3;2;3;2;New_Visitor;TRUE;FALSE
0;0;0;0;12;312.35;0;0.041666667;0;0;Nov;2;2;1;2;Returning_Visitor;FALSE;FALSE
0;0;0;0;22;573.75;0;0.018181818;0;0;Nov;3;2;8;2;New_Visitor;FALSE;FALSE
0;0;0;0;16;241.4;0.029166667;0.045833333;0;0;Nov;3;2;6;13;Returning_Visitor;FALSE;FALSE
0;0;0;0;49;2.259.047.619;0.008163265;0.034693878;0;0;Nov;2;2;8;1;Returning_Visitor;FALSE;FALSE
0;0;0;0;38;1.338.778.571;0.011111111;0.024532828;0;0;Nov;1;1;1;3;Returning_Visitor;TRUE;FALSE
0;0;1;9.866.666.667;94;3085.25;0;0.00609319;0;0;Nov;2;2;2;3;Returning_Visitor;FALSE;FALSE
0;0;0;0;107;3.723.529.739;0.001094276;0.01972313;0;0;Nov;2;2;1;2;Returning_Visitor;FALSE;FALSE
0;0;0;0;1;0;0.2;0.2;0;0;Nov;2;2;6;2;Returning_Visitor;FALSE;FALSE
0;0;0;0;53;6.614.455.285;0.000754717;0.006528045;0;0;Nov;3;2;1;11;Returning_Visitor;TRUE;FALSE
0;0;0;0;1;70.5;0;0.1;0;0;Nov;2;10;1;3;Returning_Visitor;FALSE;FALSE
0;0;0;0;49;3.247.583.333;0.025531915;0.037163121;0;0;Dec;2;4;9;1;Returning_Visitor;TRUE;FALSE
0;0;0;0;9;82.5;0;0.033333333;0;0;Dec;2;2;1;1;Returning_Visitor;FALSE;FALSE
0;0;0;0;33;6.298.583.333;0.006060606;0.03030303;0;0;Nov;2;2;3;1;Returning_Visitor;TRUE;FALSE
0;0;3;34.3;137;4.045.726.634;0.009993099;0.021710569;0;0;Nov;1;2;1;2;Returning_Visitor;FALSE;FALSE
0;0;0;0;11;203.5;0.018181818;0.042424242;0;0;Dec;4;5;3;3;Returning_Visitor;FALSE;FALSE
0;0;0;0;6;254.5;0;0.033333333;0;0;Nov;2;2;1;2;New_Visitor;FALSE;TRUE
0;0;0;0;2;155.5;0.1;0.15;0;0;Dec;3;2;3;1;Returning_Visitor;TRUE;FALSE
0;0;0;0;29;2374.5;0;0.002298851;0;0;Nov;2;5;1;2;Returning_Visitor;FALSE;FALSE
0;0;0;0;1;0;0.2;0.2;0;0;Nov;1;1;1;1;New_Visitor;FALSE;FALSE
0;0;0;0;40;1542.35;0;0.031666667;0;0;Nov;2;2;1;2;Returning_Visitor;TRUE;TRUE
0;0;0;0;6;184;0.066666667;0.116666667;0;0;Nov;2;10;4;3;Returning_Visitor;FALSE;FALSE
0;0;0;0;11;234.1;0;0.022222222;0;0;Dec;3;2;1;2;Returning_Visitor;FALSE;FALSE
0;0;0;0;4;251;0.05;0.1;0;0;Nov;2;2;4;3;Returning_Visitor;FALSE;FALSE
0;0;0;0;24;3181.5;0.002777778;0.027083333;0;0;Nov;2;2;1;13;Returning_Visitor;TRUE;FALSE
0;0;0;0;10;383;0;0.05;0;0;Nov;2;2;9;2;New_Visitor;TRUE;FALSE
0;0;0;0;16;530.625;0;0.0125;0;0;Nov;2;5;3;3;Returning_Visitor;TRUE;FALSE
0;0;3;38.5;97;1.835.556.213;0.019984314;0.031314735;0;0;Nov;1;1;3;2;Returning_Visitor;TRUE;FALSE
0;0;0;0;27;8.677.777.778;0;0.004487179;0;0;Dec;2;2;3;1;New_Visitor;FALSE;FALSE
