,Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue,Visitor_isReturning
1388,3.0,134.0,0.0,0.0,53.0,1659.319697,0.0,0.00380117,62.34813701,0.0,Mar,4.0,1.0,1,2.0,Returning_Visitor,0.0,True,1
1389,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Mar,3.0,2.0,3,1.0,Returning_Visitor,1.0,False,1
1390,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Mar,2.0,2.0,1,1.0,Returning_Visitor,0.0,False,1
1391,0.0,0.0,0.0,0.0,59.0,1560.601163,0.005172414,0.010673235,0.0,0.0,Mar,1.0,1.0,1,2.0,Returning_Visitor,0.0,False,1
1392,2.0,34.0,0.0,0.0,65.0,1451.227362,0.003030303,0.008492896,0.0,0.0,Mar,2.0,2.0,1,1.0,Returning_Visitor,0.0,False,1
1393,4.0,67.07142857,0.0,0.0,21.0,2588.958333,0.0,0.011041667,0.0,0.0,Mar,3.0,2.0,2,8.0,New_Visitor,1.0,False,0
1394,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Mar,2.0,2.0,1,1.0,Returning_Visitor,0.0,False,1
1395,0.0,0.0,0.0,0.0,3.0,80.0,0.0,0.033333333,0.0,0.0,Mar,3.0,2.0,1,10.0,Returning_Visitor,1.0,False,1
1396,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Mar,2.0,2.0,9,2.0,New_Visitor,1.0,False,0
1397,8.0,87.5,0.0,0.0,31.0,496.58333330000005,0.005405405,0.012612613,3.889459459,0.0,Mar,2.0,2.0,7,2.0,Returning_Visitor,0.0,True,1
1398,1.0,22.0,0.0,0.0,21.0,678.2738095,0.0,0.012878788,0.0,0.0,Mar,3.0,2.0,1,2.0,New_Visitor,0.0,False,0
1399,0.0,0.0,0.0,0.0,4.0,55.0,0.0,0.05,0.0,0.0,Mar,2.0,2.0,1,1.0,Returning_Visitor,0.0,False,1
1400,0.0,0.0,0.0,0.0,4.0,34.0,0.1,0.15,0.0,0.0,Mar,3.0,2.0,6,1.0,Returning_Visitor,0.0,False,1
1401,1.0,17.5,0.0,0.0,8.0,163.0,0.0,0.011111111000000002,0.0,0.0,Mar,3.0,2.0,1,2.0,New_Visitor,1.0,False,0
1402,0.0,0.0,0.0,0.0,7.0,286.5,0.0,0.042857143,0.0,0.0,Mar,3.0,99.0,3,1.0,Returning_Visitor,0.0,False,1
1403,0.0,0.0,0.0,0.0,20.0,1395.258333,0.0,0.011111111000000002,0.0,0.0,Mar,1.0,1.0,1,9.0,New_Visitor,1.0,False,0
1404,1.0,14.0,0.0,0.0,10.0,90.0,0.0,0.018181818,0.0,0.0,Mar,2.0,2.0,2,10.0,New_Visitor,0.0,False,0
1405,5.0,69.33333333,1.0,0.0,5.0,142.0,0.0,0.022222222000000003,0.0,0.0,Mar,2.0,2.0,3,2.0,New_Visitor,0.0,False,0
1406,2.0,148.0,0.0,0.0,9.0,416.6666667,0.0,0.004545455,0.0,0.0,Mar,3.0,2.0,6,2.0,New_Visitor,1.0,False,0
1407,1.0,85.0,4.0,208.5,12.0,413.8,0.0,0.003921569000000001,0.0,0.0,Mar,1.0,1.0,1,2.0,Returning_Visitor,0.0,False,1
1408,0.0,0.0,0.0,0.0,2.0,403.0,0.1,0.15,0.0,0.0,Mar,2.0,10.0,3,3.0,Returning_Visitor,0.0,False,1
1409,0.0,0.0,0.0,0.0,6.0,106.0,0.1,0.116666667,0.0,0.0,Mar,3.0,2.0,1,1.0,Returning_Visitor,1.0,False,1
1410,4.0,103.0,1.0,41.0,16.0,515.0,0.0,0.010526316,0.0,0.0,Mar,3.0,2.0,3,6.0,Returning_Visitor,1.0,False,1
1411,0.0,0.0,0.0,0.0,26.0,392.0,0.007692308,0.030128205,0.0,0.0,Mar,2.0,2.0,4,1.0,Returning_Visitor,0.0,False,1
1412,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Mar,2.0,4.0,3,1.0,Returning_Visitor,0.0,False,1
1413,2.0,33.0,0.0,0.0,25.0,1720.0,0.0,0.007692308,60.29018448,0.0,Mar,2.0,5.0,3,1.0,Returning_Visitor,0.0,True,1
1414,1.0,69.5,0.0,0.0,8.0,226.5,0.0,0.0125,0.0,0.0,Mar,3.0,2.0,1,13.0,Returning_Visitor,0.0,False,1
1415,0.0,0.0,0.0,0.0,10.0,130.1666667,0.055555556,0.083333333,26.66133333,0.0,Mar,3.0,2.0,1,8.0,Returning_Visitor,0.0,False,1
1416,7.0,77.5,0.0,0.0,14.0,192.9333333,0.0,0.013333333,0.0,0.0,Mar,2.0,2.0,1,1.0,Returning_Visitor,0.0,False,1
1417,4.0,171.0,0.0,0.0,20.0,745.3333332999998,0.00952381,0.028571429,0.0,0.0,Mar,2.0,2.0,1,10.0,Returning_Visitor,0.0,False,1
1418,2.0,94.0,0.0,0.0,5.0,97.0,0.0,0.033333333,0.0,0.0,Mar,3.0,99.0,1,10.0,Returning_Visitor,0.0,False,1
1419,0.0,0.0,0.0,0.0,4.0,233.0,0.05,0.075,0.0,0.0,Mar,2.0,4.0,2,1.0,Returning_Visitor,0.0,False,1
1420,7.0,64.14285714,1.0,0.0,20.0,1409.809524,0.008695652,0.035507246,0.0,0.0,Mar,3.0,2.0,3,2.0,Returning_Visitor,0.0,False,1
1421,0.0,0.0,0.0,0.0,12.0,448.5,0.0,0.033333333,0.0,0.0,Mar,2.0,2.0,1,2.0,Returning_Visitor,0.0,False,1
1422,0.0,0.0,0.0,0.0,6.0,73.75,0.033333333,0.044444444000000013,0.0,0.0,Mar,3.0,2.0,3,2.0,Returning_Visitor,0.0,False,1
1423,4.0,143.0,1.0,20.5,10.0,386.15,0.0,0.015384615,64.6,0.0,Mar,1.0,1.0,7,8.0,Returning_Visitor,0.0,True,1
1424,1.0,26.0,0.0,0.0,16.0,638.8333332999998,0.0,0.0125,20.26155684,0.0,Mar,2.0,4.0,2,2.0,New_Visitor,0.0,False,0
1425,3.0,221.0,0.0,0.0,17.0,489.58333330000005,0.0,0.011764706000000002,0.0,0.0,Mar,1.0,1.0,1,3.0,New_Visitor,1.0,False,0
1426,1.0,10.0,0.0,0.0,23.0,660.8166667,0.0,0.025,0.0,0.0,Mar,2.0,4.0,1,3.0,Returning_Visitor,1.0,False,1
1427,4.0,118.0,3.0,67.0,44.0,1489.144444,0.004081633,0.014693878,0.0,0.0,Mar,3.0,2.0,6,1.0,Returning_Visitor,1.0,False,1
1428,1.0,0.0,0.0,0.0,20.0,2270.833333,0.0,0.023809524,10.23187302,0.0,Mar,2.0,2.0,3,6.0,Returning_Visitor,0.0,True,1
1429,1.0,38.0,0.0,0.0,12.0,121.0,0.028571429,0.025,0.0,0.0,Mar,3.0,2.0,4,2.0,Returning_Visitor,0.0,False,1
1430,0.0,0.0,0.0,0.0,15.0,296.0,0.0,0.04,0.0,0.0,Mar,2.0,5.0,2,3.0,Returning_Visitor,0.0,False,1
1431,3.0,124.0,0.0,0.0,0.0,0.0,0.0,0.033333333,0.0,0.0,Mar,3.0,2.0,6,3.0,Returning_Visitor,0.0,False,1
1432,0.0,0.0,0.0,0.0,12.0,481.83333330000005,0.0,0.018181818,74.08800000000002,0.0,Mar,1.0,1.0,1,2.0,New_Visitor,0.0,True,0
1433,2.0,117.0,0.0,0.0,13.0,309.9333333,0.0,0.013333333,0.0,0.0,Mar,2.0,2.0,2,2.0,New_Visitor,0.0,False,0
1434,0.0,0.0,0.0,0.0,7.0,55.0,0.05714285700000001,0.114285714,0.0,0.0,Mar,2.0,2.0,1,1.0,Returning_Visitor,0.0,False,1
1435,2.0,75.0,0.0,0.0,14.0,851.0,0.0,0.014285714,22.88908649,0.0,Mar,1.0,1.0,1,2.0,New_Visitor,1.0,True,0
1436,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Mar,3.0,2.0,3,1.0,Returning_Visitor,0.0,False,1
1437,0.0,0.0,0.0,0.0,3.0,55.0,0.066666667,0.1,0.0,0.0,Mar,3.0,2.0,3,3.0,Returning_Visitor,0.0,False,1
1438,0.0,0.0,0.0,0.0,7.0,88.33333333,0.0,0.042857143,0.0,0.0,Mar,2.0,2.0,1,1.0,Returning_Visitor,0.0,False,1
1439,2.0,94.0,0.0,0.0,25.0,893.1,0.0,0.009615385,0.0,0.0,Mar,2.0,4.0,4,1.0,Returning_Visitor,0.0,False,1
1440,3.0,219.0,0.0,0.0,12.0,526.3333333,0.022222222000000003,0.058571429,0.0,0.0,Mar,1.0,1.0,3,1.0,Returning_Visitor,0.0,False,1
1441,2.0,45.0,0.0,0.0,26.0,535.3459596,0.007407406999999999,0.01051332,0.0,0.0,Mar,2.0,4.0,3,10.0,Returning_Visitor,0.0,False,1
1442,3.0,60.83333333,0.0,0.0,18.0,884.6333332999999,0.021052632,0.041140351,0.0,0.0,Mar,2.0,2.0,3,10.0,Returning_Visitor,0.0,False,1
1443,0.0,0.0,0.0,0.0,2.0,24.0,0.0,0.05,0.0,0.0,Mar,3.0,2.0,3,3.0,Returning_Visitor,0.0,False,1
1444,0.0,0.0,3.0,100.0,22.0,2175.993651,0.01,0.049312469000000005,0.0,0.0,Mar,2.0,2.0,3,1.0,Returning_Visitor,0.0,False,1
1445,2.0,14.0,0.0,0.0,8.0,57.0,0.0,0.05714285700000001,0.0,0.0,Mar,1.0,2.0,4,8.0,New_Visitor,0.0,False,0
1446,0.0,0.0,0.0,0.0,28.0,1028.116667,0.0,0.008928571,0.0,0.0,Mar,2.0,4.0,1,2.0,Returning_Visitor,0.0,False,1
1447,0.0,0.0,0.0,0.0,4.0,93.0,0.0,0.1,0.0,0.0,Mar,2.0,2.0,9,6.0,Returning_Visitor,0.0,False,1
1448,8.0,182.6480519,6.0,291.5,35.0,1373.464719,0.001550388,0.018148931,14.322,0.0,Mar,2.0,2.0,6,2.0,Returning_Visitor,0.0,False,1
1449,8.0,154.29166669999995,0.0,0.0,34.0,991.3678571,0.005263158,0.01443609,10.93482456,0.0,Mar,2.0,2.0,2,2.0,Returning_Visitor,0.0,False,1
1450,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.1,0.0,0.0,Mar,2.0,2.0,2,1.0,Returning_Visitor,0.0,False,1
1451,0.0,0.0,0.0,0.0,7.0,147.25,0.028571429,0.045714285999999986,0.0,0.0,Mar,1.0,1.0,6,3.0,Returning_Visitor,0.0,False,1
1452,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.0,Mar,3.0,2.0,4,1.0,Returning_Visitor,0.0,False,1
1453,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Mar,2.0,2.0,1,1.0,Returning_Visitor,0.0,False,1
1454,0.0,0.0,0.0,0.0,9.0,1225.5,0.022222222000000003,0.044444444000000013,0.0,0.0,Mar,1.0,2.0,9,1.0,Returning_Visitor,0.0,False,1
1455,0.0,0.0,0.0,0.0,3.0,183.0,0.0,0.066666667,0.0,0.0,Mar,1.0,1.0,1,1.0,Returning_Visitor,1.0,False,1
1456,0.0,0.0,0.0,0.0,10.0,250.8,0.0,0.01,0.0,0.0,Mar,2.0,2.0,4,3.0,Returning_Visitor,0.0,False,1
1457,2.0,17.0,1.0,105.0,9.0,148.25,0.02,0.022,0.0,0.0,Mar,3.0,2.0,1,1.0,Returning_Visitor,0.0,False,1
1458,2.0,32.0,1.0,70.0,16.0,504.08333330000005,0.005714286,0.019047619,9.543060317,0.0,Mar,2.0,2.0,3,8.0,Returning_Visitor,0.0,False,1
1459,0.0,0.0,0.0,0.0,43.0,1650.416667,0.0,0.003875969,0.0,0.0,Mar,2.0,2.0,7,3.0,Returning_Visitor,1.0,False,1
1460,0.0,0.0,1.0,0.0,28.0,2743.216667,0.020689655,0.042528736,0.0,0.0,Mar,2.0,5.0,2,1.0,Returning_Visitor,0.0,False,1
1461,5.0,108.2,0.0,0.0,37.0,1288.533333,0.005263158,0.028070175,0.0,0.0,Mar,2.0,2.0,2,1.0,Returning_Visitor,0.0,False,1
1462,0.0,0.0,0.0,0.0,15.0,447.5,0.03,0.065333333,0.0,0.0,Mar,3.0,2.0,4,1.0,Returning_Visitor,1.0,False,1
1463,10.0,1559.75,1.0,7.0,41.0,1663.761905,0.004347826,0.015942029,13.63463318,0.0,Mar,1.0,1.0,1,2.0,Returning_Visitor,0.0,True,1
1464,5.0,1559.75,0.0,0.0,22.0,1165.583333,0.0,0.001242236,0.0,0.0,Mar,2.0,2.0,8,2.0,New_Visitor,0.0,False,0
1465,2.0,37.0,0.0,0.0,3.0,17.0,0.0,0.05,0.0,0.0,Mar,3.0,2.0,1,2.0,New_Visitor,1.0,False,0
1466,1.0,0.0,1.0,60.5,46.0,1038.916667,0.021276596,0.039007092,13.10326241,0.0,Mar,2.0,2.0,6,1.0,Returning_Visitor,0.0,True,1
1467,0.0,0.0,0.0,0.0,12.0,249.5,0.005555556,0.025,0.0,0.0,Mar,2.0,99.0,7,1.0,Returning_Visitor,0.0,False,1
1468,5.0,65.0,2.0,34.0,17.0,1302.5,0.0,0.016666667,0.0,0.0,Mar,1.0,1.0,1,10.0,Returning_Visitor,0.0,False,1
1469,0.0,0.0,0.0,0.0,10.0,172.5,0.01,0.043333333,0.0,0.0,Mar,2.0,2.0,3,6.0,Returning_Visitor,0.0,False,1
1470,6.0,143.16666669999995,0.0,0.0,50.0,925.947619,0.0,0.010160428,13.60512012,0.0,Mar,2.0,2.0,1,2.0,Returning_Visitor,0.0,True,1
1471,4.0,66.33333333,2.0,58.16666667,38.0,1524.702381,0.0,0.006628788,0.0,0.0,Mar,2.0,2.0,3,2.0,New_Visitor,1.0,False,0
1472,4.0,14.0,0.0,0.0,13.0,288.0,0.0125,0.0375,0.0,0.0,Mar,1.0,1.0,4,2.0,Returning_Visitor,1.0,False,1
1473,4.0,14.0,0.0,0.0,13.0,288.0,0.0125,0.0375,0.0,0.0,Mar,2.0,2.0,1,1.0,Returning_Visitor,1.0,False,1
1474,4.0,14.0,0.0,0.0,13.0,288.0,0.0125,0.0375,0.0,0.0,Mar,1.0,1.0,6,1.0,Returning_Visitor,1.0,False,1
1475,4.0,14.0,0.0,0.0,13.0,288.0,0.0125,0.0375,0.0,0.0,Mar,2.0,2.0,3,1.0,Returning_Visitor,0.0,False,1
1476,4.0,14.0,0.0,0.0,13.0,288.0,0.0125,0.0375,0.0,0.0,Mar,1.0,1.0,3,1.0,Returning_Visitor,0.0,False,1
1477,0.0,0.0,0.0,0.0,13.0,1476.3,0.007692308,0.012820513,0.0,0.0,Mar,2.0,2.0,3,8.0,Returning_Visitor,0.0,False,1
1478,0.0,0.0,0.0,0.0,9.0,685.0,0.0,0.022222222000000003,0.0,0.0,Mar,2.0,2.0,7,1.0,Returning_Visitor,0.0,False,1
1479,5.0,102.5333333,0.0,0.0,74.0,2396.690316,0.002699055,0.020349845,15.03328131,0.0,Mar,2.0,5.0,6,1.0,Returning_Visitor,0.0,False,1
1480,0.0,0.0,0.0,0.0,7.0,451.83333330000005,0.028571429,0.076190476,0.0,0.0,Mar,3.0,2.0,1,3.0,Returning_Visitor,0.0,False,1
1481,0.0,0.0,0.0,0.0,25.0,1512.52381,0.0,0.024,0.0,0.0,Mar,2.0,2.0,3,11.0,Returning_Visitor,0.0,False,1
1482,1.0,85.0,0.0,0.0,14.0,306.5,0.0,0.0044444440000000005,0.0,0.0,Mar,2.0,2.0,3,2.0,Returning_Visitor,0.0,False,1
1483,0.0,0.0,0.0,0.0,5.0,62.0,0.0,0.14,0.0,0.0,Mar,3.0,2.0,3,1.0,Returning_Visitor,0.0,False,1
1484,6.0,0.0,0.0,0.0,48.0,3332.293511,0.0,0.007847222,11.45469444,0.0,Mar,1.0,1.0,1,3.0,Returning_Visitor,0.0,False,1
1485,1.0,63.0,1.0,0.0,22.0,2815.416667,0.0,0.0125,0.0,0.0,Mar,2.0,2.0,3,2.0,Returning_Visitor,0.0,False,1
1486,3.0,31.5,0.0,0.0,13.0,956.5,0.0,0.04,0.0,0.0,Mar,2.0,2.0,1,13.0,Returning_Visitor,0.0,False,1
1487,7.0,81.25,0.0,0.0,37.0,1500.422543,0.014634146,0.015338753,39.03580426,0.0,Mar,2.0,4.0,1,2.0,Returning_Visitor,0.0,False,1
1488,0.0,0.0,0.0,0.0,20.0,2271.0,0.0,0.025,0.0,0.0,Mar,2.0,2.0,1,1.0,Returning_Visitor,0.0,False,1
1489,2.0,120.0,0.0,0.0,8.0,588.1666667000002,0.0,0.007407406999999999,0.0,0.0,Mar,1.0,1.0,1,2.0,Returning_Visitor,0.0,False,1
1490,4.0,149.25,0.0,0.0,27.0,1212.809524,0.0,0.020967742,14.89210837,0.0,Mar,2.0,2.0,7,2.0,Returning_Visitor,0.0,True,1
1491,5.0,172.2,0.0,0.0,23.0,792.7222222,0.0,0.010714286000000002,261.4912857,0.0,Mar,2.0,2.0,1,8.0,New_Visitor,0.0,True,0
1492,5.0,523.9166667,2.0,21.0,25.0,439.5238095,0.0,0.023333333,0.0,0.0,Mar,2.0,2.0,7,2.0,Returning_Visitor,0.0,False,1
1493,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.1,0.0,0.0,Mar,2.0,2.0,1,2.0,Returning_Visitor,0.0,False,1
1494,1.0,19.0,0.0,0.0,22.0,525.2666667,0.0,0.007709751,0.0,0.0,Mar,3.0,2.0,7,1.0,Returning_Visitor,0.0,False,1
1495,11.0,377.8333333,0.0,0.0,40.0,1337.842794,0.008695652,0.022304507,0.0,0.0,Mar,3.0,2.0,3,3.0,Returning_Visitor,1.0,False,1
1496,4.0,377.8333333,3.0,62.0,43.0,1770.625,0.0042553190000000005,0.015153664,0.0,0.0,Mar,2.0,5.0,6,2.0,Returning_Visitor,0.0,False,1
1497,9.0,298.6666667,0.0,0.0,27.0,1084.5,0.0,0.010784314,22.96411765,0.0,Mar,2.0,2.0,1,8.0,New_Visitor,0.0,False,0
1498,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Mar,2.0,2.0,7,1.0,Returning_Visitor,1.0,False,1
1499,0.0,0.0,0.0,0.0,93.0,4261.842857,0.002930403,0.021080839,0.0,0.0,Mar,3.0,99.0,8,1.0,Returning_Visitor,0.0,False,1
1500,3.0,59.0,0.0,0.0,29.0,527.2083333,0.0,0.011330048999999998,0.0,0.0,Mar,2.0,4.0,1,6.0,Returning_Visitor,0.0,False,1
1501,0.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,0.0,0.0,Mar,2.0,2.0,3,1.0,Returning_Visitor,0.0,False,1
1502,0.0,0.0,0.0,0.0,7.0,110.0,0.05714285700000001,0.14285714300000002,0.0,0.0,Mar,3.0,2.0,8,1.0,Returning_Visitor,0.0,False,1
1503,0.0,0.0,0.0,0.0,15.0,1733.6666670000004,0.0,0.026666667,0.0,0.0,Mar,2.0,2.0,7,2.0,Returning_Visitor,0.0,False,1
1504,1.0,5.0,0.0,0.0,12.0,306.0,0.0,0.02,0.0,0.0,Mar,2.0,2.0,6,8.0,Returning_Visitor,0.0,False,1
1505,0.0,0.0,0.0,0.0,2.0,62.0,0.0,0.05,0.0,0.0,Mar,1.0,1.0,2,10.0,Returning_Visitor,0.0,False,1
1506,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.1,0.0,0.0,Mar,2.0,2.0,3,1.0,Returning_Visitor,0.0,False,1
1507,0.0,0.0,0.0,0.0,14.0,198.5221501,0.001230769,0.06797235,0.0,0.0,Mar,1.0,1.0,9,1.0,Returning_Visitor,0.0,False,1
1508,0.0,0.0,0.0,0.0,17.0,504.0,0.0,0.02125,33.32796813,0.0,Mar,2.0,2.0,3,1.0,Returning_Visitor,0.0,False,1
1509,24.0,876.2333332999998,5.0,625.5,34.0,1588.666667,0.0,0.013800705,0.0,0.0,Mar,2.0,2.0,5,2.0,Returning_Visitor,0.0,False,1
1510,1.0,95.5,0.0,0.0,7.0,381.5,0.0,0.025,0.0,0.0,Mar,1.0,1.0,3,2.0,Returning_Visitor,1.0,False,1
1511,6.0,129.75,0.0,0.0,42.0,1173.07,0.0,0.005319149,18.95323404,0.0,Mar,2.0,2.0,3,8.0,New_Visitor,1.0,True,0
1512,6.0,408.2,0.0,0.0,33.0,878.6238095000001,0.0,0.02045045,19.3654955,0.0,Mar,2.0,2.0,1,2.0,Returning_Visitor,0.0,True,1
1513,0.0,0.0,1.0,0.0,35.0,1928.0,0.008333333,0.023611111,0.0,0.0,Mar,2.0,5.0,8,1.0,Returning_Visitor,1.0,False,1
1514,0.0,0.0,0.0,0.0,5.0,83.0,0.04,0.06,0.0,0.0,Mar,2.0,2.0,1,13.0,Returning_Visitor,0.0,False,1
1515,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Mar,1.0,1.0,1,3.0,Returning_Visitor,1.0,False,1
1516,2.0,24.42857143,7.0,278.1666667,76.0,2735.728571,0.002439024,0.024843206,8.631719512,0.0,Mar,2.0,5.0,2,99.0,Returning_Visitor,0.0,True,1
1517,4.0,52.33333333,1.0,239.0,14.0,337.5,0.0,0.011764706000000002,0.0,0.0,Mar,2.0,5.0,1,2.0,Returning_Visitor,0.0,False,1
1518,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Mar,3.0,2.0,1,3.0,Returning_Visitor,0.0,False,1
1519,10.0,382.8333333,4.0,319.3,72.0,4163.797619,0.000297619,0.010912698,12.0921619,0.0,Mar,2.0,2.0,6,2.0,Returning_Visitor,0.0,True,1
1520,0.0,0.0,1.0,65.0,15.0,1728.321429,0.014285714,0.016428571,0.0,0.0,Mar,1.0,1.0,6,1.0,Returning_Visitor,0.0,False,1
1521,0.0,0.0,0.0,0.0,6.0,255.0,0.0,0.008333333,0.0,0.0,Mar,1.0,2.0,8,2.0,Returning_Visitor,1.0,False,1
1522,0.0,0.0,0.0,0.0,13.0,449.6,0.0,0.015384615,0.0,0.0,Mar,3.0,2.0,1,10.0,Returning_Visitor,0.0,False,1
1523,1.0,27.5,0.0,0.0,11.0,243.6666667,0.0,0.018181818,0.0,0.0,Mar,3.0,2.0,1,3.0,Returning_Visitor,0.0,False,1
1524,6.0,475.0,0.0,0.0,33.0,2760.716667,0.038596491,0.056282051,0.0,0.0,Mar,4.0,2.0,1,13.0,Returning_Visitor,0.0,False,1
1525,2.0,6.0,0.0,0.0,42.0,1503.25,0.001550388,0.031007752000000006,0.0,0.0,Mar,2.0,2.0,6,1.0,Returning_Visitor,0.0,False,1
1526,2.0,210.0,0.0,0.0,10.0,591.1666667000002,0.02,0.016,0.0,0.0,Mar,3.0,2.0,1,2.0,Returning_Visitor,0.0,False,1
1527,2.0,31.5,0.0,0.0,12.0,402.5,0.0,0.0025,0.0,0.0,Mar,2.0,2.0,7,1.0,Returning_Visitor,0.0,False,1
1528,5.0,46.0,1.0,17.0,33.0,1540.583333,0.0,0.01547619,10.84440741,0.0,Mar,2.0,2.0,2,2.0,Returning_Visitor,1.0,False,1
1529,9.0,546.0,0.0,0.0,28.0,1561.083333,0.01,0.03,3.810575284,0.0,Mar,2.0,2.0,7,10.0,Returning_Visitor,0.0,True,1
1530,1.0,47.5,0.0,0.0,15.0,1330.3,0.0,0.005128205,0.0,0.0,Mar,2.0,4.0,2,10.0,Returning_Visitor,0.0,False,1
1531,0.0,0.0,0.0,0.0,2.0,42.0,0.0,0.05,0.0,0.0,Mar,2.0,2.0,6,3.0,Returning_Visitor,0.0,False,1
1532,0.0,0.0,0.0,0.0,5.0,360.75,0.0,0.04,0.0,0.0,Mar,2.0,4.0,3,1.0,Returning_Visitor,0.0,False,1
1533,3.0,48.33333333,0.0,0.0,15.0,245.5,0.014285714,0.028571429,0.0,0.0,Mar,3.0,2.0,3,1.0,Returning_Visitor,0.0,False,1
1534,0.0,0.0,0.0,0.0,4.0,7.0,0.0,0.05,0.0,0.0,Mar,2.0,2.0,1,1.0,Returning_Visitor,0.0,False,1
1535,0.0,28.5,0.0,0.0,15.0,608.4166667000002,0.0,0.035294118,0.0,0.0,Mar,2.0,5.0,1,3.0,Returning_Visitor,0.0,False,1
1536,0.0,0.0,0.0,0.0,18.0,708.25,0.0,0.045098039000000006,0.0,0.0,Mar,1.0,1.0,1,3.0,Returning_Visitor,0.0,False,1
1537,1.0,30.0,0.0,0.0,7.0,157.5,0.0,0.025,0.0,0.0,Mar,2.0,2.0,3,3.0,New_Visitor,0.0,False,0
1538,2.0,16.0,0.0,0.0,33.0,1123.242857,0.006060606,0.021969697000000003,11.12342124,0.0,Mar,2.0,2.0,3,13.0,Returning_Visitor,0.0,False,1
1539,0.0,0.0,0.0,0.0,19.0,926.6333333,0.011111111000000002,0.02962963,0.0,0.0,Mar,2.0,2.0,2,1.0,Returning_Visitor,1.0,False,1
1540,0.0,0.0,0.0,0.0,39.0,2808.666667,0.0,0.01025641,0.0,0.0,Mar,2.0,2.0,1,10.0,Returning_Visitor,0.0,False,1
1541,0.0,0.0,0.0,0.0,26.0,1685.266667,0.007692308,0.034615385,0.0,0.0,Mar,2.0,2.0,6,3.0,Returning_Visitor,1.0,False,1
1542,1.0,10.0,1.0,0.0,69.0,2124.726768,0.002898551,0.009090177,0.0,0.0,Mar,2.0,2.0,2,1.0,Returning_Visitor,0.0,False,1
1543,3.0,79.0,0.0,0.0,38.0,1272.916667,0.004878049000000001,0.020139373,9.401136585,0.0,Mar,2.0,4.0,2,2.0,Returning_Visitor,0.0,False,1
1544,2.0,18.0,0.0,0.0,30.0,474.5,0.0,0.003225806,0.0,0.0,Mar,1.0,1.0,3,2.0,Returning_Visitor,1.0,False,1
1545,7.0,250.3333333,0.0,0.0,7.0,180.3333333,0.0,0.02,0.0,0.0,Mar,2.0,2.0,1,2.0,New_Visitor,1.0,False,0
1546,2.0,77.0,0.0,0.0,43.0,1607.297619,0.002272727,0.015909091,0.0,0.0,Mar,2.0,2.0,1,2.0,Returning_Visitor,0.0,False,1
1547,2.0,12.0,0.0,0.0,8.0,60.0,0.0,0.02,0.0,0.0,Mar,2.0,2.0,3,2.0,New_Visitor,1.0,False,0
1548,6.0,77.33333333,1.0,52.33333333,6.0,126.6666667,0.0,0.016666667,0.0,0.0,Mar,1.0,1.0,1,2.0,Returning_Visitor,0.0,False,1
1549,0.0,0.0,0.0,0.0,7.0,865.2777777999999,0.0,0.029004329,0.0,0.0,Mar,1.0,1.0,1,10.0,Returning_Visitor,0.0,False,1
1550,0.0,0.0,0.0,0.0,49.0,2612.357143,0.0,0.00952381,0.0,0.0,Mar,2.0,2.0,1,1.0,Returning_Visitor,0.0,False,1
1551,0.0,0.0,0.0,0.0,22.0,850.2083332999997,0.0,0.016666667,0.0,0.0,Mar,1.0,1.0,1,2.0,Returning_Visitor,0.0,False,1
1552,4.0,63.33333333,0.0,0.0,13.0,556.6666667000002,0.0,0.001666667,27.306366600000004,0.0,Mar,1.0,1.0,1,2.0,Returning_Visitor,0.0,True,1
1553,0.0,0.0,0.0,0.0,9.0,186.7,0.0,0.022222222000000003,0.0,0.0,Mar,2.0,2.0,1,2.0,Returning_Visitor,1.0,False,1
1554,7.0,108.6666667,6.0,853.75,194.0,6737.271825,0.000123762,0.006138614000000001,0.0,0.0,Mar,2.0,5.0,1,3.0,Returning_Visitor,1.0,False,1
1555,0.0,0.0,0.0,0.0,24.0,1762.25,0.008333333,0.016666667,0.0,0.0,Mar,2.0,2.0,2,1.0,Returning_Visitor,0.0,False,1
